39,-1,14,-1,46520,-1,1,0,9,-1,-1,15,2024
40,43,13,1,13820,5,1,0,1,1,-1,1,2024
41,43,13,1,13820,4,2,0,1,1,-1,1,2024
42,41,12,1,0,2,1,0,1,4,-1,1,2024
43,39,12,-1,0,-1,2,1,1,6,-1,1,2024
44,-1,12,-1,0,-1,2,0,6,-1,-1,1,2024
45,40,8,1,42220,7,2,0,1,6,-1,6,2024
46,39,13,-1,22220,-1,2,4,1,1,-1,5,2024
47,36,13,1,22220,4,1,4,1,1,-1,5,2024
48,37,13,-1,22220,-1,1,0,1,6,-1,5,2024
49,34,13,-1,22220,-1,1,0,1,6,-1,5,2024
50,-1,13,-1,22220,-1,1,0,1,-1,-1,5,2024
51,-1,13,-1,22220,-1,2,0,1,-1,-1,5,2024
52,-1,13,-1,22220,-1,1,0,1,-1,-1,5,2024
53,39,15,-1,40900,-1,2,0,1,1,-1,6,2024
54,39,15,1,40900,6,1,0,1,1,-1,6,2024
55,45,16,1,0,4,1,0,1,6,-1,2,2024
56,40,13,-1,19740,-1,1,0,1,6,-1,8,2024
57,40,13,-1,19740,-1,1,0,1,6,-1,8,2024
58,40,13,-1,19740,-1,1,0,1,6,-1,8,2024
59,43,13,-1,33860,-1,2,0,1,1,-1,1,2024
60,46,13,-1,33860,-1,1,0,1,1,-1,1,2024
61,39,10,1,30780,4,1,0,1,1,-1,5,2024
62,37,10,1,30780,4,2,0,1,1,-1,5,2024
63,39,10,1,30780,4,1,0,1,1,-1,5,2024
64,39,10,-1,30780,-1,2,0,1,1,-1,5,2024
65,39,9,-1,44700,-1,1,0,2,1,-1,6,2024
66,39,9,1,44700,1,2,0,2,1,-1,6,2024
67,43,16,1,0,4,2,3,3,1,-1,2,2024
68,40,16,1,0,6,1,3,1,1,-1,2,2024
69,36,16,-1,0,-1,1,0,3,6,-1,2,2024
70,-1,16,-1,0,-1,1,0,3,-1,-1,2,2024
71,-1,16,-1,0,-1,1,0,3,-1,-1,2,2024
72,43,14,1,16980,4,1,2,1,1,-1,17,2024
73,43,14,-1,16980,-1,2,2,1,1,-1,17,2024
74,-1,14,-1,16980,-1,2,0,1,-1,-1,17,2024
75,-1,14,-1,16980,-1,2,0,1,-1,-1,17,2024
76,40,9,-1,36420,-1,2,0,1,1,-1,40,2024
77,45,9,1,36420,2,1,0,1,1,-1,40,2024
78,40,9,-1,36420,-1,2,2,1,6,-1,40,2024
79,39,9,-1,36420,-1,1,0,1,6,-1,40,2024
80,-1,9,-1,36420,-1,1,0,1,-1,-1,40,2024
81,-1,9,-1,36420,-1,2,0,1,-1,-1,40,2024
82,42,16,1,40140,4,1,0,1,1,-1,6,2024
83,43,16,1,40140,4,2,0,1,1,-1,6,2024
84,39,12,-1,0,-1,2,0,1,3,-1,50,2024
85,41,11,-1,0,-1,2,0,1,2,-1,1,2024
86,42,14,1,37100,3,2,3,1,1,-1,6,2024
87,39,14,1,37100,4,1,3,1,1,-1,6,2024
88,39,14,1,37100,2,1,0,1,6,-1,6,2024
89,37,14,-1,37100,-1,1,0,1,6,-1,6,2024
90,36,14,-1,37100,-1,1,0,1,6,-1,6,2024
91,-1,14,-1,37100,-1,2,0,1,-1,-1,6,2024
92,39,13,-1,19740,-1,1,0,1,4,-1,8,2024
93,43,11,-1,19740,-1,2,0,1,1,-1,8,2024
94,44,11,1,19740,4,1,0,1,1,-1,8,2024
95,43,16,-1,0,-1,1,0,1,1,-1,5,2024
96,43,16,-1,0,-1,2,0,1,1,-1,5,2024
97,43,14,1,34980,3,1,0,2,1,-1,47,2024
98,44,14,1,34980,4,2,0,2,1,-1,47,2024
99,40,14,-1,34980,-1,2,0,2,6,-1,47,2024
100,40,14,1,0,4,2,0,3,4,-1,2,2024
101,42,11,-1,17820,-1,1,0,1,1,-1,8,2024
102,40,11,-1,17820,-1,2,0,1,1,-1,8,2024
103,39,12,1,40140,2,2,1,2,6,-1,6,2024
104,-1,12,-1,40140,-1,1,0,2,-1,-1,6,2024
105,40,9,-1,39820,-1,1,0,1,4,-1,6,2024
106,40,7,-1,16980,-1,1,0,1,1,-1,18,2024
107,39,7,1,16980,1,2,0,1,1,20,18,2024
108,39,14,-1,16980,-1,2,0,1,4,-1,18,2024
109,43,16,1,33660,4,1,0,5,1,-1,1,2024
110,43,16,1,33660,4,2,0,1,1,-1,1,2024
111,41,14,1,0,4,1,0,1,1,-1,5,2024
112,42,14,1,0,4,2,0,1,1,-1,5,2024
113,42,14,1,19740,4,2,0,1,1,-1,8,2024
114,39,14,1,19740,4,1,0,1,1,-1,8,2024
115,40,13,1,30780,2,2,0,2,2,-1,5,2024
116,43,13,1,16740,6,2,0,2,6,-1,37,2024
117,39,13,1,30780,4,1,0,1,6,40,5,2024
118,44,14,1,16740,4,2,0,1,6,-1,37,2024
119,39,15,2,0,-1,1,0,3,4,-1,2,2024
120,44,15,1,0,4,1,0,6,4,-1,1,2024
121,43,16,1,41940,4,1,0,4,1,-1,6,2024
122,44,16,1,41940,4,2,0,4,1,-1,6,2024
123,44,16,-1,41940,-1,2,0,4,2,-1,6,2024
124,40,12,1,41540,5,2,0,2,6,-1,10,2024
125,42,14,1,48620,4,1,1,1,6,-1,20,2024
126,42,14,1,48620,4,2,0,1,6,-1,20,2024
127,-1,14,-1,48620,-1,2,0,1,-1,-1,20,2024
128,43,14,1,0,4,1,0,1,6,-1,20,2024
129,43,14,1,0,4,2,0,1,4,-1,20,2024
130,43,16,1,48620,4,1,2,1,3,-1,20,2024
131,-1,16,-1,48620,-1,1,0,1,-1,-1,20,2024
132,-1,16,-1,48620,-1,2,0,1,-1,-1,20,2024
133,43,16,1,0,7,1,0,1,1,30,30,2024
134,39,16,-1,0,-1,2,0,1,1,-1,30,2024
135,43,15,-1,0,-1,1,0,1,1,-1,30,2024
136,40,15,-1,0,-1,2,0,1,1,-1,30,2024
137,39,7,-1,0,-1,2,0,1,3,-1,30,2024
138,40,1,-1,0,-1,2,0,1,4,-1,40,2024
139,39,9,1,0,4,1,0,1,1,-1,40,2024
140,42,9,-1,0,-1,2,0,1,1,-1,40,2024
141,39,8,1,0,6,2,0,1,1,-1,40,2024
142,39,8,-1,0,-1,1,0,1,1,-1,40,2024
143,39,8,-1,0,-1,1,0,1,1,-1,40,2024
144,39,8,-1,0,-1,1,0,1,6,-1,40,2024
145,39,8,-1,0,-1,2,0,1,1,-1,40,2024
146,39,8,1,15540,4,2,0,1,4,-1,50,2024
147,43,14,-1,15540,-1,2,0,1,1,-1,50,2024
148,44,14,-1,15540,-1,1,0,1,1,-1,50,2024
149,43,11,1,0,1,1,0,1,4,1,50,2024
150,44,16,1,0,1,1,0,1,1,-1,50,2024
151,41,16,1,0,6,2,0,1,1,-1,50,2024
152,45,16,1,15540,4,1,0,1,1,-1,50,2024
153,45,16,1,15540,4,2,0,1,1,-1,50,2024
154,40,14,1,42220,5,1,0,1,4,-1,6,2024
155,44,16,-1,40140,-1,1,0,4,6,-1,6,2024
156,44,16,1,40140,4,1,0,1,6,40,6,2024
157,43,14,1,12420,5,2,0,5,6,-1,48,2024
158,39,13,-1,0,-1,1,0,1,3,-1,1,2024
159,40,13,1,26620,4,1,0,2,1,40,1,2024
160,40,13,1,26620,2,2,0,2,1,-1,1,2024
161,44,13,1,26620,4,2,0,2,6,-1,1,2024
162,40,14,-1,26620,-1,2,0,1,1,-1,1,2024
163,40,14,-1,26620,-1,1,0,1,1,-1,1,2024
164,40,14,1,13820,4,1,0,1,6,-1,1,2024
165,40,7,1,0,4,2,0,1,6,40,1,2024
166,40,7,1,0,1,2,0,1,6,20,1,2024
167,39,6,-1,0,-1,2,0,1,4,-1,1,2024
168,42,13,1,33860,6,1,0,2,6,-1,1,2024
169,39,8,-1,0,-1,2,0,1,1,-1,1,2024
170,39,8,-1,0,-1,1,0,1,1,-1,1,2024
171,37,5,-1,0,-1,2,0,1,3,-1,1,2024
172,39,4,1,22520,4,1,0,1,6,-1,1,2024
173,43,16,1,22520,4,1,1,1,1,-1,1,2024
174,43,16,1,22520,1,2,1,1,1,-1,1,2024
175,43,16,-1,22520,-1,2,0,1,6,-1,1,2024
176,43,16,-1,22520,-1,2,0,1,6,-1,1,2024
177,-1,16,-1,22520,-1,2,0,1,-1,-1,1,2024
178,43,16,1,0,4,1,0,1,1,-1,21,2024
179,42,16,1,0,2,2,0,1,1,-1,21,2024
180,40,16,1,0,1,2,0,1,6,-1,21,2024
181,43,12,1,14540,4,2,0,1,6,-1,21,2024
182,40,7,-1,36540,-1,2,0,1,4,-1,31,2024
183,39,7,-1,36540,-1,1,0,1,4,-1,31,2024
184,39,7,-1,36540,-1,1,0,1,6,-1,31,2024
185,43,5,-1,36540,-1,1,0,1,3,-1,31,2024
186,42,14,-1,38900,-1,1,2,1,1,-1,41,2024
187,-1,14,-1,38900,-1,1,0,1,-1,-1,41,2024
188,-1,14,-1,38900,-1,1,0,1,-1,-1,41,2024
189,44,14,1,38900,4,2,2,1,1,-1,41,2024
190,40,13,-1,0,-1,2,4,1,1,-1,1,2024
191,-1,13,-1,0,-1,1,0,1,-1,-1,1,2024
192,-1,13,-1,0,-1,2,0,1,-1,-1,1,2024
193,-1,13,-1,0,-1,1,0,1,-1,-1,1,2024
194,-1,13,-1,0,-1,2,0,1,-1,-1,1,2024
195,39,13,1,0,4,1,4,1,1,40,1,2024
196,40,12,1,13460,1,1,0,1,6,-1,41,2024
197,41,12,1,13460,1,1,0,1,6,-1,41,2024
198,39,12,1,13460,4,1,0,1,6,-1,41,2024
199,43,13,-1,0,-1,1,0,7,1,-1,41,2024
200,41,13,1,0,4,2,0,4,1,-1,41,2024
201,36,4,-1,0,-1,1,0,1,1,-1,1,2024
202,39,4,-1,0,-1,2,0,1,1,-1,1,2024
203,39,4,-1,0,-1,1,0,1,6,-1,1,2024
204,44,6,-1,13460,-1,2,0,1,1,-1,41,2024
205,46,6,-1,13460,-1,1,0,1,1,-1,41,2024
206,43,15,1,13460,3,2,0,1,4,37,41,2024
207,43,15,1,13460,5,1,0,1,6,-1,41,2024
208,-1,15,-1,13460,-1,2,0,1,-1,-1,41,2024
209,43,15,-1,0,-1,1,4,1,1,-1,41,2024
210,41,15,1,0,1,2,4,1,1,-1,41,2024
211,-1,15,-1,0,-1,1,0,1,-1,-1,41,2024
212,-1,15,-1,0,-1,1,0,1,-1,-1,41,2024
213,36,15,1,0,4,1,0,1,6,-1,41,2024
214,-1,15,-1,0,-1,2,0,1,-1,-1,41,2024
215,40,11,-1,32780,-1,2,4,1,1,-1,41,2024
216,43,11,1,32780,4,1,4,1,1,-1,41,2024
217,-1,11,-1,32780,-1,2,0,1,-1,-1,41,2024
218,-1,11,-1,32780,-1,1,0,1,-1,-1,41,2024
219,-1,11,-1,32780,-1,2,0,1,-1,-1,41,2024
220,-1,11,-1,32780,-1,2,0,1,-1,-1,41,2024
221,39,14,1,41420,4,1,0,1,6,-1,41,2024
222,39,14,1,41420,4,2,0,1,4,-1,41,2024
223,37,14,-1,41420,-1,2,0,1,6,-1,41,2024
224,39,12,1,13980,6,2,0,1,4,-1,51,2024
225,37,8,-1,0,-1,2,0,1,3,-1,1,2024
226,40,14,-1,0,-1,2,0,1,1,-1,51,2024
227,40,14,1,0,5,1,0,1,1,-1,51,2024
228,43,15,-1,40060,-1,1,0,2,1,-1,51,2024
229,43,15,-1,40060,-1,2,0,2,1,-1,51,2024
230,39,11,1,47900,6,1,0,1,6,-1,51,2024
231,36,11,1,47900,1,1,0,1,6,-1,51,2024
232,-1,11,-1,47900,-1,1,0,1,-1,-1,51,2024
233,41,11,-1,40060,-1,1,0,2,4,-1,51,2024
234,40,11,-1,40060,-1,2,0,2,5,-1,51,2024
235,33,15,1,0,1,1,0,1,1,-1,51,2024
236,38,15,1,0,1,2,0,1,1,-1,51,2024
237,40,11,1,33660,3,2,0,2,6,-1,1,2024
238,43,16,-1,19300,-1,2,0,1,1,-1,1,2024
239,39,16,-1,19300,-1,1,0,1,1,-1,1,2024
240,39,13,-1,38300,-1,2,0,1,4,-1,42,2024
241,39,13,1,38300,4,2,2,1,6,-1,42,2024
242,-1,13,-1,38300,-1,1,0,1,-1,-1,42,2024
243,-1,13,-1,38300,-1,2,0,1,-1,-1,42,2024
244,43,15,1,41740,6,1,0,1,6,-1,6,2024
245,41,15,1,41740,2,2,0,1,6,-1,6,2024
246,46,16,1,0,8,2,2,1,1,-1,2,2024
247,43,16,1,0,7,1,2,1,1,-1,2,2024
248,-1,16,-1,0,-1,2,0,1,-1,-1,2,2024
249,-1,16,-1,0,-1,1,0,1,-1,-1,2,2024
250,43,11,-1,45300,-1,1,0,2,4,-1,12,2024
251,43,15,1,45300,4,1,0,1,6,-1,12,2024
252,43,15,-1,45300,-1,2,0,1,6,-1,12,2024
253,43,6,-1,45300,-1,2,2,1,1,-1,12,2024
254,41,6,1,45300,4,1,2,1,1,-1,12,2024
255,-1,6,-1,45300,-1,1,0,1,-1,-1,12,2024
256,-1,6,-1,45300,-1,1,0,1,-1,-1,12,2024
257,43,12,1,45300,4,1,0,2,6,-1,12,2024
258,39,11,1,45300,4,2,0,1,4,-1,12,2024
259,46,16,1,37860,4,1,1,1,1,-1,12,2024
260,46,16,1,37860,4,2,1,1,1,-1,12,2024
261,-1,16,-1,37860,-1,1,0,1,-1,-1,12,2024
262,40,16,1,37460,6,1,0,1,1,-1,12,2024
263,43,16,1,37460,4,2,0,1,1,-1,12,2024
264,43,14,1,36740,4,1,0,1,1,-1,12,2024
265,42,14,-1,36740,-1,2,0,1,1,-1,12,2024
266,39,10,-1,19660,-1,1,0,2,3,-1,12,2024
267,43,9,1,27260,3,1,0,4,6,-1,12,2024
268,40,13,-1,37340,-1,2,0,1,1,-1,12,2024
269,34,13,-1,37340,-1,1,0,1,1,-1,12,2024
270,42,14,1,45300,7,1,0,1,1,-1,12,2024
271,40,14,2,45300,-1,2,0,1,1,-1,12,2024
272,40,15,1,12940,4,2,1,1,1,-1,22,2024
273,36,15,1,12940,4,1,1,1,1,-1,22,2024
274,-1,15,-1,12940,-1,1,0,1,-1,-1,22,2024
275,33,10,1,35380,1,1,1,1,1,-1,22,2024
276,-1,10,-1,35380,-1,2,0,1,-1,-1,22,2024
277,33,10,-1,35380,-1,2,1,1,1,-1,22,2024
278,44,14,1,43340,4,1,0,2,1,-1,22,2024
279,41,14,1,43340,4,2,0,2,1,-1,22,2024
280,40,14,1,43340,7,2,0,2,6,-1,22,2024
281,44,12,1,29340,2,2,0,1,4,-1,22,2024
282,39,12,-1,29340,-1,1,0,1,6,-1,22,2024
283,40,12,1,29340,1,1,0,1,6,-1,22,2024
284,39,1,-1,33740,-1,2,4,2,2,-1,22,2024
285,-1,1,-1,33740,-1,2,0,2,-1,-1,22,2024
286,-1,1,-1,33740,-1,1,0,2,-1,-1,22,2024
287,-1,1,-1,33740,-1,1,0,2,-1,-1,22,2024
288,-1,1,-1,33740,-1,1,0,2,-1,-1,22,2024
289,41,15,1,12940,4,1,2,1,1,-1,22,2024
290,42,15,1,12940,4,2,2,1,1,-1,22,2024
291,-1,15,-1,12940,-1,1,0,1,-1,-1,22,2024
292,-1,15,-1,12940,-1,2,0,1,-1,-1,22,2024
293,39,13,-1,0,-1,2,0,1,2,-1,22,2024
294,40,8,-1,0,-1,1,0,1,3,-1,22,2024
295,40,15,1,0,4,2,4,1,6,40,22,2024
296,-1,15,-1,0,-1,1,0,1,-1,-1,22,2024
297,-1,15,-1,0,-1,2,0,1,-1,-1,22,2024
298,-1,15,-1,0,-1,1,0,1,-1,-1,22,2024
299,-1,15,-1,0,-1,1,0,1,-1,-1,22,2024
300,43,7,1,0,6,2,0,4,6,-1,22,2024
301,39,7,-1,0,-1,1,0,1,3,-1,22,2024
302,46,15,1,0,6,1,1,2,1,-1,22,2024
303,40,15,1,0,6,2,1,2,1,-1,22,2024
304,38,15,-1,0,-1,1,0,2,6,-1,22,2024
305,-1,15,-1,0,-1,1,0,2,-1,-1,22,2024
306,33,8,-1,35380,-1,1,0,2,1,-1,22,2024
307,41,8,-1,35380,-1,2,0,2,1,-1,22,2024
308,41,6,-1,43340,-1,2,0,2,4,-1,22,2024
309,39,6,-1,43340,-1,2,1,2,6,-1,22,2024
310,-1,6,-1,43340,-1,1,0,6,-1,-1,22,2024
311,39,13,1,12940,3,2,1,1,4,35,22,2024
312,-1,13,-1,12940,-1,1,0,1,-1,-1,22,2024
313,43,15,-1,49620,-1,2,0,1,1,-1,42,2024
314,44,15,1,49620,1,1,0,1,1,-1,42,2024
315,39,15,1,49620,4,1,0,1,4,-1,42,2024
316,39,11,-1,48700,-1,1,0,1,1,-1,42,2024
317,39,11,-1,48700,-1,2,0,1,1,-1,42,2024
318,44,11,1,42540,4,2,0,1,6,-1,42,2024
319,42,12,1,37980,1,2,0,1,6,-1,42,2024
320,39,1,-1,38300,-1,1,1,1,1,-1,42,2024
321,39,1,-1,38300,-1,2,1,1,1,-1,42,2024
322,-1,1,-1,38300,-1,1,0,1,-1,-1,42,2024
323,39,1,-1,38300,-1,2,0,1,6,-1,42,2024
324,39,13,-1,29540,-1,1,0,1,1,-1,42,2024
325,39,13,1,29540,1,2,0,1,1,-1,42,2024
326,43,14,-1,37980,-1,1,0,1,1,-1,42,2024
327,43,14,-1,37980,-1,1,0,1,1,-1,42,2024
328,40,14,1,37980,3,1,2,2,6,-1,42,2024
329,39,14,1,37980,4,2,0,1,5,-1,42,2024
330,43,14,1,37980,3,2,0,1,6,-1,42,2024
331,-1,14,-1,37980,-1,1,0,6,-1,-1,42,2024
332,-1,14,-1,37980,-1,1,0,6,-1,-1,42,2024
333,42,11,-1,39740,-1,2,0,1,4,-1,42,2024
334,44,9,1,37980,4,2,0,1,4,-1,42,2024
335,44,15,-1,25420,-1,1,0,1,1,-1,42,2024
336,44,15,-1,25420,-1,2,0,1,1,-1,42,2024
337,43,14,1,21500,6,1,0,1,6,-1,42,2024
338,39,8,-1,10900,-1,1,0,2,1,-1,42,2024
339,39,8,-1,10900,-1,2,0,2,1,-1,42,2024
340,44,14,-1,41940,-1,1,0,4,2,-1,6,2024
341,39,7,-1,12060,-1,1,0,2,1,-1,13,2024
342,39,7,-1,12060,-1,2,0,2,1,-1,13,2024
343,43,16,1,12060,4,1,1,1,1,-1,13,2024
344,43,16,-1,12060,-1,2,1,1,1,-1,13,2024
345,-1,16,-1,12060,-1,2,0,1,-1,-1,13,2024
346,39,15,1,23580,4,1,1,1,1,-1,13,2024
347,40,15,1,23580,2,2,1,1,1,-1,13,2024
348,35,15,-1,23580,-1,2,0,1,6,-1,13,2024
349,43,15,1,42340,4,2,0,6,4,-1,13,2024
350,43,15,1,42340,7,1,0,2,4,-1,13,2024
351,46,16,1,0,4,1,0,1,1,-1,13,2024
352,43,16,1,0,1,2,0,1,1,-1,13,2024
353,39,10,-1,0,-1,2,0,1,6,-1,13,2024
354,-1,10,-1,0,-1,1,0,1,-1,-1,13,2024
355,-1,10,-1,0,-1,1,0,1,-1,-1,13,2024
356,39,10,1,0,8,2,2,1,6,32,13,2024
357,43,14,1,12060,4,1,0,4,6,-1,13,2024
358,39,14,1,12060,6,1,0,2,6,-1,13,2024
359,39,14,1,12060,2,1,0,2,6,-1,13,2024
360,44,15,-1,12260,-1,2,0,1,1,-1,13,2024
361,46,15,-1,12260,-1,1,0,1,1,-1,13,2024
362,39,7,-1,0,-1,2,0,1,3,-1,23,2024
363,39,7,-1,0,-1,1,0,1,4,-1,23,2024
364,44,10,-1,38860,-1,1,0,1,1,-1,23,2024
365,39,10,-1,38860,-1,2,0,4,1,-1,23,2024
366,42,12,1,38860,1,2,0,1,1,-1,23,2024
367,39,12,1,38860,7,1,0,1,1,-1,23,2024
368,39,6,-1,30340,-1,2,0,1,3,-1,23,2024
369,44,14,1,0,4,2,1,1,3,-1,33,2024
370,39,14,2,0,-1,1,0,1,6,-1,33,2024
371,35,14,-1,0,-1,2,0,1,6,-1,33,2024
372,43,16,1,14460,6,2,0,1,1,-1,33,2024
373,42,16,1,14460,6,1,0,1,1,-1,33,2024
374,39,16,-1,14460,-1,1,0,1,6,-1,33,2024
375,43,16,1,14460,2,2,0,1,6,-1,33,2024
376,41,15,-1,0,-1,1,0,1,1,-1,33,2024
377,43,15,-1,0,-1,2,0,1,1,-1,33,2024
378,43,15,1,0,2,2,2,1,4,-1,33,2024
379,37,15,-1,0,-1,2,0,1,6,-1,33,2024
380,-1,15,-1,0,-1,1,0,1,-1,-1,33,2024
381,34,5,-1,31700,-1,2,0,1,1,-1,33,2024
382,39,5,-1,31700,-1,1,0,1,1,-1,33,2024
383,41,16,1,42660,6,1,2,1,1,-1,53,2024
384,39,16,1,42660,6,2,2,1,1,-1,53,2024
385,37,16,-1,42660,-1,1,0,1,6,-1,53,2024
386,35,16,-1,42660,-1,2,0,1,6,-1,53,2024
387,44,11,-1,28420,-1,1,0,1,1,-1,53,2024
388,42,11,-1,28420,-1,2,0,1,1,-1,53,2024
389,43,15,1,38900,1,2,1,1,1,-1,53,2024
390,45,15,1,38900,5,1,1,1,1,-1,53,2024
391,-1,15,-1,38900,-1,1,0,1,-1,-1,53,2024
392,44,15,1,40140,4,2,2,1,1,-1,6,2024
393,40,15,1,40140,4,1,2,1,1,-1,6,2024
394,-1,15,-1,40140,-1,2,0,1,-1,-1,6,2024
395,-1,15,-1,40140,-1,1,0,1,-1,-1,6,2024
396,39,4,-1,25540,-1,1,1,1,4,-1,9,2024
397,35,4,-1,25540,-1,2,2,1,6,-1,9,2024
398,-1,4,-1,25540,-1,2,0,1,-1,-1,9,2024
399,-1,4,-1,25540,-1,2,0,1,-1,-1,9,2024
400,-1,4,-1,25540,-1,1,0,1,-1,-1,9,2024
401,39,5,-1,38060,-1,2,0,1,1,-1,4,2024
402,40,5,-1,38060,-1,1,0,1,1,-1,4,2024
403,43,14,1,38060,4,2,1,1,4,-1,4,2024
404,40,14,1,38060,1,1,0,1,6,-1,4,2024
405,40,14,1,38060,2,1,0,1,6,-1,4,2024
406,35,14,-1,38060,-1,1,0,1,6,-1,4,2024
407,40,14,1,37980,4,2,2,1,1,-1,24,2024
408,39,14,1,37980,4,1,2,1,1,-1,24,2024
409,-1,14,-1,37980,-1,2,0,1,-1,-1,24,2024
410,-1,14,-1,37980,-1,2,0,1,-1,-1,24,2024
411,39,16,1,12580,5,1,0,1,4,-1,24,2024
412,43,16,1,12580,3,2,0,1,4,-1,24,2024
413,41,15,1,47900,4,2,0,2,1,-1,24,2024
414,44,15,1,47900,4,1,0,2,1,-1,24,2024
415,40,15,1,47900,4,1,0,2,1,-1,24,2024
416,40,15,1,47900,4,2,0,2,1,-1,24,2024
417,44,16,1,12580,4,2,0,1,4,-1,24,2024
418,39,16,1,12580,4,1,0,1,4,-1,24,2024
419,39,16,-1,12580,-1,2,0,1,3,-1,24,2024
420,43,16,1,35620,4,2,1,4,1,-1,34,2024
421,44,16,1,35620,4,1,1,4,1,-1,34,2024
422,-1,16,-1,35620,-1,1,0,4,-1,-1,34,2024
423,40,16,1,35620,4,1,0,1,6,-1,34,2024
424,39,16,-1,35620,-1,2,0,1,1,-1,34,2024
425,39,16,-1,35620,-1,1,0,1,1,-1,34,2024
426,-1,16,-1,35620,-1,2,0,1,-1,-1,34,2024
427,42,14,-1,35620,-1,1,0,1,1,-1,34,2024
428,40,14,-1,35620,-1,2,0,1,1,-1,34,2024
429,43,14,1,35620,4,1,0,1,6,-1,34,2024
430,39,9,-1,35620,-1,1,0,1,4,-1,34,2024
431,39,11,1,35620,4,2,0,2,3,-1,34,2024
432,43,16,1,37980,4,1,0,1,6,-1,34,2024
433,42,15,1,35620,4,2,0,1,1,-1,34,2024
434,43,15,1,35620,5,1,0,1,1,-1,34,2024
435,43,15,1,35620,2,1,0,1,6,-1,34,2024
436,39,11,-1,35620,-1,2,0,1,3,-1,34,2024
437,44,15,1,39300,4,2,0,1,4,-1,44,2024
438,39,14,-1,25180,-1,1,0,1,1,-1,54,2024
439,39,14,-1,25180,-1,2,0,1,1,-1,54,2024
440,40,2,-1,0,-1,1,0,1,6,-1,54,2024
441,44,4,-1,16620,-1,2,0,2,4,-1,54,2024
442,43,13,1,0,4,2,0,1,6,-1,54,2024
443,43,13,1,0,4,1,0,1,6,-1,54,2024
444,37,13,-1,0,-1,2,0,1,6,-1,54,2024
445,39,11,1,16620,3,2,1,1,6,-1,54,2024
446,39,11,1,16620,6,1,1,2,6,-1,54,2024
447,-1,11,-1,16620,-1,2,0,6,-1,-1,54,2024
448,42,10,-1,0,-1,2,0,1,1,-1,54,2024
449,36,10,-1,0,-1,1,0,1,1,-1,54,2024
450,41,12,-1,26580,-1,2,2,1,3,-1,54,2024
451,37,12,1,26580,2,2,0,1,6,-1,54,2024
452,-1,12,-1,26580,-1,2,0,1,-1,-1,54,2024
453,40,12,1,26580,2,1,0,1,6,-1,54,2024
454,44,16,1,0,4,2,0,1,1,-1,54,2024
455,39,16,-1,0,-1,1,0,1,1,-1,54,2024
456,39,9,1,41740,4,2,0,1,6,-1,6,2024
457,39,9,1,41740,4,1,0,1,6,-1,6,2024
458,39,9,1,41740,4,1,0,1,6,-1,6,2024
459,39,9,1,41740,1,2,0,1,6,-1,6,2024
460,39,9,1,41740,4,1,0,1,6,-1,6,2024
461,40,10,1,0,4,2,0,1,4,-1,5,2024
462,39,10,-1,0,-1,1,0,1,6,-1,5,2024
